AMD; AM29F004BB;DIP Version;4266;0x0: 0x1, 0x1: 0x7B
AMD; AM29F004BB;PLCC Version;4267;0x0: 0x1, 0x1: 0x7B
AMD; AM29F004BB;TSOP Version;4268;0x0: 0x1, 0x1: 0x7B
AMD; AM29F004BT;DIP Version;4269;0x0: 0x1, 0x1: 0x77
AMD; AM29F004BT;PLCC Version;4270;0x0: 0x1, 0x1: 0x77
AMD; AM29F004BT;TSOP Version;4271;0x0: 0x1, 0x1: 0x77
AMD; AM29F010;DIP Version;33;0x0: 0x1, 0x1: 0x20
AMD; AM29F010;PLCC Version;34;0x0: 0x1, 0x1: 0x20
AMD; AM29F010;TSOP Reverse Version;144;0x0: 0x1, 0x1: 0x20
AMD; AM29F010;TSOP Version;35;0x0: 0x1, 0x1: 0x20
AMD; AM29F010B;DIP Version;30;0x0: 0x1, 0x1: 0x20
AMD; AM29F010B;PLCC Version;31;0x0: 0x1, 0x1: 0x20
AMD; AM29F010B;TSOP Reverse Version;145;0x0: 0x1, 0x1: 0x20
AMD; AM29F010B;TSOP Version;32;0x0: 0x1, 0x1: 0x20
AMD; AM29F016B;SOP 44 Version;6564;0x0: 0x1, 0x1: 0xAD
AMD; AM29F016B;TSOP 40 (10x20mm) Reverse Version;6566;0x0: 0x1, 0x1: 0xAD
AMD; AM29F016B;TSOP 40 (10x20mm) Version;6565;0x0: 0x1, 0x1: 0xAD
AMD; AM29F016B;TSOP 48 (12x20mm) Reverse;6568;0x0: 0x1, 0x1: 0xAD
AMD; AM29F016B;TSOP 48 (12x20mm) Version;6567;0x0: 0x1, 0x1: 0xAD
AMD; AM29F032B;SOP 44 Version;6677;0x0: 0x1, 0x1: 0x41
AMD; AM29F032B;TSOP 40 (10x20mm) Reverse Version;6676;0x0: 0x1, 0x1: 0x41
AMD; AM29F032B;TSOP 40 (10x20mm) Version;6675;0x0: 0x1, 0x1: 0x41
AMD; AM29F040;DIP Version;180;0x0: 0x1, 0x1: 0xA4
AMD; AM29F040;PLCC Version;181;0x0: 0x1, 0x1: 0xA4
AMD; AM29F040;TSOP Reverse Version;183;0x0: 0x1, 0x1: 0xA4
AMD; AM29F040;TSOP Version;182;0x0: 0x1, 0x1: 0xA4
AMD; AM29F040B;DIP Version;4257;0x0: 0x1, 0x1: 0xA4, 0x3: 0x1
AMD; AM29F040B;PLCC Version;4258;0x0: 0x1, 0x1: 0xA4, 0x3: 0x1
AMD; AM29F040B;TSOP Reverse Version;4260;0x0: 0x1, 0x1: 0xA4, 0x3: 0x1
AMD; AM29F040B;TSOP Version;4259;0x0: 0x1, 0x1: 0xA4, 0x3: 0x1
AMD; AM29F080B;SOP 44 Version;5968;0x0: 0x1, 0x1: 0xD5
AMD; AM29F080B;TSOP 40 (10x20mm) Reverse Version;5967;0x0: 0x1, 0x1: 0xD5
AMD; AM29F080B;TSOP 40 (10x20mm) Version;5966;0x0: 0x1, 0x1: 0xD5
AMD; AM29F100B;SOP Version;701;0x0: 0x1, 0x2: 0xDF
AMD; AM29F100B;TSOP Version;702;0x0: 0x1, 0x2: 0xDF
AMD; AM29F100T;SOP Version;3718;0x0: 0x1, 0x2: 0xD9
AMD; AM29F100T;TSOP Version;3719;0x0: 0x1, 0x2: 0xD9
AMD; AM29F200AB;SOP Version;4296;0x0: 0x1, 0x2: 0x57
AMD; AM29F200AB;TSOP (Reverse);4301;0x0: 0x1, 0x2: 0x57
AMD; AM29F200AB;TSOP Version;4297;0x0: 0x1, 0x2: 0x57
AMD; AM29F200AT;SOP Version;4298;0x0: 0x1, 0x2: 0x51
AMD; AM29F200AT;TSOP (Reverse);4300;0x0: 0x1, 0x2: 0x51
AMD; AM29F200AT;TSOP Version;4299;0x0: 0x1, 0x2: 0x51
AMD; AM29F200BB;SOP Version;694;0x0: 0x1, 0x2: 0x57
AMD; AM29F200BB;TSOP Version;695;0x0: 0x1, 0x2: 0x57
AMD; AM29F200BT;SOP Version;3716;0x0: 0x1, 0x2: 0x51
AMD; AM29F200BT;TSOP Version;3717;0x0: 0x1, 0x2: 0x51
AMD; AM29F400BB;SOP Version;697;0x0: 0x1, 0x2: 0xAB
AMD; AM29F400BB;TSOP Version;698;0x0: 0x1, 0x2: 0xAB
AMD; AM29F400BT;SOP Version;3714;0x0: 0x1, 0x2: 0x23
AMD; AM29F400BT;TSOP Version;3715;0x0: 0x1, 0x2: 0x23
AMD; AM29F800BB;Reverse Version;6605;0x0: 0x1, 0x1: 0x2258
AMD; AM29F800BB;SOP Version;4035;0x0: 0x1, 0x1: 0x2258
AMD; AM29F800BB;TSOP Version;4036;0x0: 0x1, 0x1: 0x2258
AMD; AM29F800BT;SOP Version;3711;0x0: 0x1, 0x2: 0xD6
AMD; AM29F800BT;TSOP Version;3712;0x0: 0x1, 0x2: 0xD6
AMD; AM29LV002B;TSOP 40 (10x20mm) Reverse Version;4569;0x0: 0x1, 0x1: 0xC2
AMD; AM29LV002B;TSOP 40 (10x20mm) Version;4568;0x0: 0x1, 0x1: 0xC2
AMD; AM29LV002T;TSOP 40 (10x20mm) Reverse Version;4571;0x0: 0x1, 0x1: 0x40
AMD; AM29LV002T;TSOP 40 (10x20mm) Version;4570;0x0: 0x1, 0x1: 0x40
AMD; AM29LV004BB;TSOP 40 (10x20mm) Reverse Version;4567;0x0: 0x1, 0x1: 0xB6
AMD; AM29LV004BB;TSOP 40 (10x20mm) Version;4566;0x0: 0x1, 0x1: 0xB6
AMD; AM29LV004BT;TSOP 40 (10x20mm) Reverse Version;4565;0x0: 0x1, 0x1: 0xB5
AMD; AM29LV004BT;TSOP 40 (10x20mm) Version;4564;0x0: 0x1, 0x1: 0xB5
AMD; AM29LV010;PLCC Version;203;0x0: 0x1, 0x1: 0x6E
AMD; AM29LV010;TSOP Reverse Version;205;0x0: 0x1, 0x1: 0x6E
AMD; AM29LV010;TSOP Version;204;0x0: 0x1, 0x1: 0x6E
AMD; AM29LV020;PLCC Version;206;
AMD; AM29LV020;TSOP Reverse Version;208;
AMD; AM29LV020;TSOP Version;207;
AMD; AM29LV040B;PLCC Version;4374;0x0: 0x1, 0x1: 0x4F
AMD; AM29LV040B;TSOP Reverse Version;4376;0x0: 0x1, 0x1: 0x4F
AMD; AM29LV040B;TSOP Version;4375;0x0: 0x1, 0x1: 0x4F
AMD; AM29LV081B;TSOP 40 (10x20mm) Version;4556;0x0: 0x1, 0x1: 0x38
AMD; AM29LV081B;TSOP 40 (10x20mm) Version (Reverse);4557;0x0: 0x1, 0x1: 0x38
AMD; AM29LV161DB;SOP 44 Version;6251;0x0: 0x1, 0x1: 0x2249
AMD; AM29LV161DB;TSOP Version;6249;0x0: 0x1
AMD; AM29LV161DB;TSOP Version;6250;0x0: 0x1
AMD; AM29LV161DB;TSOP Version;6249;0x1: 0x2249
AMD; AM29LV161DB;TSOP Version;6250;0x1: 0x2249
AMD; AM29LV161DT;SOP 44 Version;6254;0x0: 0x1, 0x1: 0x22C4
AMD; AM29LV161DT;TSOP Version;6252;0x0: 0x1
AMD; AM29LV161DT;TSOP Version;6253;0x0: 0x1
AMD; AM29LV161DT;TSOP Version;6252;0x1: 0x22C4
AMD; AM29LV161DT;TSOP Version;6253;0x1: 0x22C4
AMD; AM29LV200BB;SOP 44 Version;3744;0x0: 0x1, 0x2: 0xBF
AMD; AM29LV200BB;TSOP Version;714;0x0: 0x1, 0x2: 0xBF
AMD; AM29LV200BT;SOP 44 Version;3746;0x0: 0x1, 0x2: 0x3B
AMD; AM29LV200BT;TSOP Version;3745;0x0: 0x1, 0x2: 0x3B
AMD; AM29LV400BB;SOP Version;715;0x0: 0x1, 0x2: 0xBA
AMD; AM29LV400BB;TSOP Version;716;0x0: 0x1, 0x2: 0xBA
AMD; AM29LV400BT;SOP Version;3747;0x0: 0x1, 0x2: 0xB9
AMD; AM29LV400BT;TSOP Version;3748;0x0: 0x1, 0x2: 0xB9
AMD; AM29LV640MH;BGA64 (13x11mm) Version;6618;0x0: 0x1, 0x1: 0x227E, 0xE: 0x220C, 0xF: 0x2201
AMD; AM29LV640MH;TSOP 56 (14x20mm) Version;6240;0x0: 0x1, 0x1: 0x227E, 0xE: 0x220C, 0xF: 0x2201
AMD; AM29LV640ML;BGA64 (13x11mm) Version;6618;0x0: 0x1, 0x1: 0x227E, 0xE: 0x220C, 0xF: 0x2201
AMD; AM29LV640ML;TSOP 56 (14x20mm) Version;6240;0x0: 0x1, 0x1: 0x227E, 0xE: 0x220C, 0xF: 0x2201
AMD; AM29LV800BB;SOP Version;717;0x0: 0x1, 0x2: 0x5B
AMD; AM29LV800BB;TSOP Version;718;0x0: 0x1, 0x2: 0x5B
AMD; AM29LV800BT;SOP Version;3749;0x0: 0x1, 0x2: 0xDA
AMD; AM29LV800BT;TSOP Version;3750;0x0: 0x1, 0x2: 0xDA
AMD; AM29LV800DB;SOP Version;3977;0x0: 0x1, 0x2: 0x5B
AMD; AM29LV800DB;TSOP Version;3978;0x0: 0x1, 0x2: 0x5B
AMD; AM9716 (25V);DIP Version;6111;
AMIC Technology; A25L010;DIP 8 Version;2762;0x0: 0x37, 0x1: 0x30, 0x2: 0x11
AMIC Technology; A25L010;SOIC 8 (150mil/JEDEC) Version;2761;0x0: 0x37, 0x1: 0x30, 0x2: 0x11
AMIC Technology; A25L010;SOIC 8 (200mil/EIAJ) Version;2760;0x0: 0x37, 0x1: 0x30, 0x2: 0x11
AMIC Technology; A25L016;DIP 8 Version;2771;0x0: 0x37, 0x1: 0x30, 0x2: 0x15
AMIC Technology; A25L016;SOIC 16 (300mil) Version;2769;0x0: 0x37, 0x1: 0x30, 0x2: 0x15
AMIC Technology; A25L016;SOIC 8 (200mil/EIAJ) Version;2770;0x0: 0x37, 0x1: 0x30, 0x2: 0x15
AMIC Technology; A25L020;DIP 8 Version;2759;0x0: 0x37, 0x1: 0x30, 0x2: 0x12
AMIC Technology; A25L020;SOIC 8 (150mil/JEDEC) Version;2758;0x0: 0x37, 0x1: 0x30, 0x2: 0x12
AMIC Technology; A25L020;SOIC 8 (200mil/EIAJ) Version;2757;0x0: 0x37, 0x1: 0x30, 0x2: 0x12
AMIC Technology; A25L032;DIP 8 Version;3837;0x0: 0x37, 0x1: 0x30, 0x2: 0x16
AMIC Technology; A25L032;SOIC 16 (300mil) Version;3835;0x0: 0x37, 0x1: 0x30, 0x2: 0x16
AMIC Technology; A25L032;SOIC 8 (200mil/EIAJ) Version;3836;0x0: 0x37, 0x1: 0x30, 0x2: 0x16
AMIC Technology; A25L040;DIP 8 Version;2755;0x0: 0x37, 0x1: 0x30, 0x2: 0x13
AMIC Technology; A25L040;SOIC 8 (150mil/JEDEC) Version;2754;0x0: 0x37, 0x1: 0x30, 0x2: 0x13
AMIC Technology; A25L040;SOIC 8 (200mil/EIAJ) Version;2753;0x0: 0x37, 0x1: 0x30, 0x2: 0x13
AMIC Technology; A25L080;DIP 8 Version;2756;0x0: 0x37, 0x1: 0x30, 0x2: 0x14
AMIC Technology; A25L080;SOIC 8 (150mil/JEDEC) Version;2750;0x0: 0x37, 0x1: 0x30, 0x2: 0x14
AMIC Technology; A25L080;SOIC 8 (200mil/EIAJ) Version;2446;0x0: 0x37, 0x1: 0x30, 0x2: 0x14
AMIC Technology; A25L512;DIP 8 Version;2765;0x0: 0x37, 0x1: 0x30, 0x2: 0x10
AMIC Technology; A25L512;SOIC 8 (150mil/JEDEC) Version;2764;0x0: 0x37, 0x1: 0x30, 0x2: 0x10
AMIC Technology; A25L512;SOIC 8 (200mil/EIAJ) Version;2763;0x0: 0x37, 0x1: 0x30, 0x2: 0x10
AMIC Technology; A25L80P;DIP 8 Version;3558;0x0: 0x7F, 0x1: 0x37, 0x2: 0x2, 0x3: 0x13
AMIC Technology; A25L80P;SOIC 8 (150mil/JEDEC) Version;3557;0x0: 0x7F, 0x1: 0x37, 0x2: 0x2, 0x3: 0x13
AMIC Technology; A25L80P;SOIC 8 (200mil/EIAJ) Version;3556;0x0: 0x7F, 0x1: 0x37, 0x2: 0x2, 0x3: 0x13
AMIC Technology; A25LQ032;DIP 8 Version;3840;0x0: 0x37, 0x1: 0x30, 0x2: 0x16
AMIC Technology; A25LQ032;SOIC 16 (300mil) Version;3838;0x0: 0x37, 0x1: 0x30, 0x2: 0x16
AMIC Technology; A25LQ032;SOIC 8 (200mil/EIAJ) Version;3839;0x0: 0x37, 0x1: 0x30, 0x2: 0x16
AMIC Technology; A27020;DIP Version;2639;0x0: 0x37, 0x1: 0x64, 0x2: 0x7F
AMIC Technology; A27020;PLCC 32 Version;2640;0x0: 0x37, 0x1: 0x64, 0x2: 0x7F
AMIC Technology; A27020A;DIP Version;2641;0x0: 0x37, 0x1: 0x64, 0x2: 0x7F
AMIC Technology; A27020A;PLCC 32 Version;2642;0x0: 0x37, 0x1: 0x64, 0x2: 0x7F
AMIC Technology; A290011T;DIP Version;1048;0x0: 0x37, 0x1: 0xA1
AMIC Technology; A290011T;PLCC Version;1049;0x0: 0x37, 0x1: 0xA1
AMIC Technology; A290011T;TSOP Version;1050;0x0: 0x37, 0x1: 0xA1
AMIC Technology; A290011U;DIP Version;1051;0x0: 0x37, 0x1: 0x4C
AMIC Technology; A290011U;PLCC Version;1052;0x0: 0x37, 0x1: 0x4C
AMIC Technology; A290011U;TSOP Version;1053;0x0: 0x37, 0x1: 0x4C
AMIC Technology; A29001T;DIP Version;1054;0x0: 0x37, 0x1: 0xA1
AMIC Technology; A29001T;PLCC Version;1055;0x0: 0x37, 0x1: 0xA1
AMIC Technology; A29001T;TSOP Version;1056;0x0: 0x37, 0x1: 0xA1
AMIC Technology; A29001U;DIP Version;1057;0x0: 0x37, 0x1: 0x4C
AMIC Technology; A29001U;PLCC Version;1058;0x0: 0x37, 0x1: 0x4C
AMIC Technology; A29001U;TSOP Version;1059;0x0: 0x37, 0x1: 0x4C
AMIC Technology; A290021T;DIP Version;962;0x0: 0x37, 0x1: 0x8C
AMIC Technology; A290021T;PLCC Version;963;0x0: 0x37, 0x1: 0x8C
AMIC Technology; A290021T;TSOP Version;964;0x0: 0x37, 0x1: 0x8C
AMIC Technology; A290021U;DIP Version;968;0x0: 0x37, 0x1: 0xD
AMIC Technology; A290021U;PLCC Version;969;0x0: 0x37, 0x1: 0xD
AMIC Technology; A290021U;TSOP Version;970;0x0: 0x37, 0x1: 0xD
AMIC Technology; A29002T;DIP Version;965;0x0: 0x37, 0x1: 0x8C
AMIC Technology; A29002T;PLCC Version;966;0x0: 0x37, 0x1: 0x8C
AMIC Technology; A29002T;TSOP Version;967;0x0: 0x37, 0x1: 0x8C
AMIC Technology; A29002U;DIP Version;971;0x0: 0x37, 0x1: 0xD
AMIC Technology; A29002U;PLCC Version;972;0x0: 0x37, 0x1: 0xD
AMIC Technology; A29002U;TSOP Version;973;0x0: 0x37, 0x1: 0xD
AMIC Technology; A29010;DIP Version;3904;0x0: 0x37, 0x1: 0xA4
AMIC Technology; A29010;PLCC Version;3905;0x0: 0x37, 0x1: 0xA4
AMIC Technology; A29010;TSOP Version;3906;0x0: 0x37, 0x1: 0xA4
AMIC Technology; A29040;DIP Version;1343;0x0: 0x37, 0x1: 0x86
AMIC Technology; A29040;PLCC Version;1344;0x0: 0x37, 0x1: 0x86
AMIC Technology; A29040;TSOP Version;1346;0x0: 0x37, 0x1: 0x86
AMIC Technology; A29040A;DIP Version;1009;0x0: 0x37, 0x1: 0x86
AMIC Technology; A29040A;PLCC Version;1010;0x0: 0x37, 0x1: 0x86
AMIC Technology; A29040A;TSOP Version;1012;0x0: 0x37, 0x1: 0x86
AMIC Technology; A29040B;DIP Version;5959;0x0: 0x37, 0x1: 0x86
AMIC Technology; A29040B;PLCC Version;5960;0x0: 0x37, 0x1: 0x86
AMIC Technology; A29040B;TSOP Version;5961;0x0: 0x37, 0x1: 0x86
AMIC Technology; A29160T;SOP 44 Version;4001;0x0: 0x37, 0x1: 0x22D2
AMIC Technology; A29160T;TSOP 48 (12x20mm) Version;4002;0x0: 0x37, 0x1: 0x22D2
AMIC Technology; A29160U;SOP 44 Version;4003;0x0: 0x37, 0x1: 0x22D8
AMIC Technology; A29160U;TSOP 48 (12x20mm) Version;4004;0x0: 0x37, 0x1: 0x22D8
AMIC Technology; A29800T;SOP 44 Version;4012;0x0: 0x37, 0x1: 0xB30E
AMIC Technology; A29800T;TSOP 48 (12x20mm) Version;4013;0x0: 0x37, 0x1: 0xB30E
AMIC Technology; A29800U;SOP 44 Version;4010;0x0: 0x37, 0x1: 0xB38F
AMIC Technology; A29800U;TSOP 48 (12x20mm) Version;4011;0x0: 0x37, 0x1: 0xB38F
AMIC Technology; A29801T;SOP 44 Version;4006;0x0: 0x37, 0x2: 0xD6
AMIC Technology; A29801T;TSOP 48 (12x20mm) Version;4007;0x0: 0x37, 0x2: 0xD6
AMIC Technology; A29801U;SOP 44 Version;4008;0x0: 0x37, 0x2: 0x58
AMIC Technology; A29801U;TSOP 48 (12x20mm) Version;4009;0x0: 0x37, 0x2: 0x58
AMIC Technology; A29L008A;TSOP 40 (10x20mm) Version;5923;0x0: 0x37
AMIC Technology; A29L008A;TSOP 40 (10x20mm) Version;5779;0x0: 0x37
AMIC Technology; A29L008A;TSOP 40 (10x20mm) Version;5923;0x1: 0x9B
AMIC Technology; A29L008A;TSOP 40 (10x20mm) Version;5779;0x1: 0x1A
AMIC Technology; A29L008A;TSOP 40 (10x20mm) Version;5923;0x3: 0x7F
AMIC Technology; A29L008A;TSOP 40 (10x20mm) Version;5779;0x3: 0x7F
AMIC Technology; A29L040;DIP 32 Version;2434;0x0: 0x37, 0x1: 0x92
AMIC Technology; A29L040;PLCC Version;2430;0x0: 0x37, 0x1: 0x92
AMIC Technology; A29L040;TSOP 32 (8x14mm) Version;2433;0x0: 0x37, 0x1: 0x92
AMIC Technology; A29L040;TSOP Version;2431;0x0: 0x37, 0x1: 0x92
AMIC Technology; A29L160A;SOP 44 Version;5920;0x0: 0x37
AMIC Technology; A29L160A;SOP 44 Version;5922;0x0: 0x37
AMIC Technology; A29L160A;SOP 44 Version;5920;0x2: 0x49
AMIC Technology; A29L160A;SOP 44 Version;5922;0x2: 0xC4
AMIC Technology; A29L160A;SOP 44 Version;5920;0x6: 0x7F
AMIC Technology; A29L160A;SOP 44 Version;5922;0x6: 0x7F
AMIC Technology; A29L160A;TSOP 48 (12x20mm) Version;5919;0x0: 0x37
AMIC Technology; A29L160A;TSOP 48 (12x20mm) Version;5921;0x0: 0x37
AMIC Technology; A29L160A;TSOP 48 (12x20mm) Version;5919;0x2: 0x49
AMIC Technology; A29L160A;TSOP 48 (12x20mm) Version;5921;0x2: 0xC4
AMIC Technology; A29L160A;TSOP 48 (12x20mm) Version;5919;0x6: 0x7F
AMIC Technology; A29L160A;TSOP 48 (12x20mm) Version;5921;0x6: 0x7F
AMIC Technology; A29L320AT;BGA48 (8x6mm) Version;6621;0x0: 0x37, 0x2: 0xF6, 0x6: 0x7F
AMIC Technology; A29L320AT;TSOP 48 (12x20mm) Version;5924;0x0: 0x37, 0x2: 0xF6, 0x6: 0x7F
AMIC Technology; A29L320AU;BGA48 (8x6mm) Version;6656;0x0: 0x37, 0x2: 0xF9, 0x6: 0x7F
AMIC Technology; A29L320AU;TSOP 48 (12x20mm) Version;6655;0x0: 0x37, 0x2: 0xF9, 0x6: 0x7F
AMIC Technology; A29L400A;SOP 44 Version;5914;0x0: 0x37
AMIC Technology; A29L400A;SOP 44 Version;5910;0x0: 0x37
AMIC Technology; A29L400A;SOP 44 Version;5914;0x2: 0x34
AMIC Technology; A29L400A;SOP 44 Version;5910;0x2: 0xB5
AMIC Technology; A29L400A;SOP 44 Version;5914;0x6: 0x7F
AMIC Technology; A29L400A;SOP 44 Version;5910;0x6: 0x7F
AMIC Technology; A29L400A;TSOP 48 (12x20mm) Version;5913;0x0: 0x37
AMIC Technology; A29L400A;TSOP 48 (12x20mm) Version;5909;0x0: 0x37
AMIC Technology; A29L400A;TSOP 48 (12x20mm) Version;5913;0x2: 0x34
AMIC Technology; A29L400A;TSOP 48 (12x20mm) Version;5909;0x2: 0xB5
AMIC Technology; A29L400A;TSOP 48 (12x20mm) Version;5913;0x6: 0x7F
AMIC Technology; A29L400A;TSOP 48 (12x20mm) Version;5909;0x6: 0x7F
AMIC Technology; A29L800A;SOP 44 Version;5916;0x0: 0x37
AMIC Technology; A29L800A;SOP 44 Version;5918;0x0: 0x37
AMIC Technology; A29L800A;SOP 44 Version;5916;0x2: 0x1A
AMIC Technology; A29L800A;SOP 44 Version;5918;0x2: 0x9B
